estimators,max_depth,backend,threads,nodes,dataset,train_accuracy,train_f1,test_accuracy,test_f1,train_time,train_predict_time,test_predict_time
128,0,mpi,4,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,122.24719999999999,11.17248,0.1205304
128,0,mpi,4,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,60.37068000000001,15.713760000000002,0.0945848
128,0,mpi,4,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,32.7829,12.53794,0.0718024
128,0,mpi,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,124.41420000000001,0.472873,0.11375120000000001
128,0,mpi,8,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.99210000000001,11.0452,0.1064948
128,0,mpi,8,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,33.28434,12.49104,0.08812919999999999
128,0,mpi,8,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,17.958840000000002,13.06754,0.06833360000000001
128,0,mpi,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.39618,0.39735519999999996,0.1068472
128,0,mpi,16,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,35.62573999999999,11.10444,0.1108654
128,0,mpi,16,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,18.219540000000002,13.801820000000001,0.0827794
128,0,mpi,16,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,12.57012,12.66386,0.0764504
128,0,mpi,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,50.37874,0.3923998,0.11372279999999999
128,0,mpi,32,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,27.879939999999998,12.23378,0.7912412000000001
128,0,mpi,32,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,16.02734,14.760200000000001,0.079339
128,0,mpi,32,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,14.854140000000001,15.276159999999999,1.1362518
128,0,omp,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,875.4549999999999,2.230782,0.5263382
